;image;car_name;car_info;price_in_byn;price_in_usd;city;date
0;https://avcdn.av.by/advertpreview/0002/7983/9505.jpg;Renault Megane III · Рестайлинг;2012 г.механика, 1.5 л, дизель, универсал168 000 км;34 484 р.;≈ 10 900 $;Лида;5 дней назад
1;https://avcdn.av.by/advertpreview/0002/7078/4932.jpg;Citroen C4 II;2012 г.механика, 1.6 л, бензин, хэтчбек 5 дв.161 000 км;26 797 р.;≈ 8 470 $;Минск;3 дня назад
2;https://avcdn.av.by/advertpreview/0002/8293/0891.jpg;BMW 5 серия F10, F11;2012 г.автомат, 3.0 л, бензин, седан258 000 км;55 365 р.;≈ 17 500 $;Островец;9 января
3;https://avcdn.av.by/advertpreview/0002/8326/4622.jpg;Citroen DS5;2012 г.автомат, 1.6 л, бензин, хэтчбек 5 дв.175 000 км;42 710 р.;≈ 13 500 $;Минск;2 дня назад
4;https://avcdn.av.by/advertpreview/0002/7327/1515.jpg;Renault Logan I · Рестайлинг;2012 г.механика, 1.4 л, бензин, седан241 908 км;14 078 р.;≈ 4 450 $;Минск;14 часов назад
5;https://avcdn.av.by/advertpreview/0002/7040/6928.jpg;Toyota Highlander II (XU40) · Рестайлинг, 7 мест;2012 г.автомат, 3.5 л, бензин, внедорожник 5 дв.205 000 км;64 223 р.;≈ 20 300 $;Гомель;вчера
6;https://avcdn.av.by/advertpreview/0002/7665/4117.jpg;Subaru XV I;2012 г.вариатор, 2.0 л, бензин, внедорожник 5 дв.245 287 км;39 546 р.;≈ 12 500 $;Минск;4 дня назад
7;https://avcdn.av.by/advertpreview/0002/8210/2784.jpg;Volkswagen Touran I · 2-й рестайлинг;2012 г.робот, 1.6 л, дизель, минивэн126 000 км;45 241 р.;≈ 14 300 $;Могилев;6 дней назад
8;https://avcdn.av.by/advertpreview/0002/3209/7567.jpg;Audi Q7 4L · Рестайлинг;2012 г.автомат, 3.0 л, бензин, внедорожник 5 дв.192 543 км;61 376 р.;≈ 19 400 $;Минск;час назад
9;https://avcdn.av.by/advertpreview/0002/8346/3412.jpg;Nissan Juke YF15;2012 г.вариатор, 1.6 л, бензин, внедорожник 5 дв.155 000 км;33 535 р.;≈ 10 600 $;Минск;7 часов назад
10;https://avcdn.av.by/advertpreview/0002/8121/0821.jpg;BMW 7 серия F02 (Long) · Рестайлинг;2012 г.автомат, 4.4 л, бензин, седан177 000 км;66 374 р.;≈ 20 980 $;Минск;5 дней назад
11;https://avcdn.av.by/advertpreview/0002/8344/2292.jpg;Hyundai Elantra MD;2012 г.механика, 1.8 л, бензин, седан270 000 км;29 422 р.;≈ 9 300 $;Минск;8 часов назад
12;https://avcdn.av.by/advertpreview/0002/8335/0427.jpg;Hyundai ix35 I;2012 г.автомат, 2.0 л, бензин, внедорожник 5 дв.165 871 км;38 281 р.;≈ 12 100 $;Минск;8 часов назад
13;https://avcdn.av.by/advertpreview/0002/6590/7513.jpg;Skoda Yeti I;2012 г.робот, 1.8 л, бензин, внедорожник 5 дв.257 000 км;25 306 р.;≈ 7 999 $;Орша;13 часов назад
14;https://avcdn.av.by/advertpreview/0002/4752/1357.jpg;Peugeot 5008 I;2012 г.механика, 1.6 л, дизель, минивэн226 000 км;36 224 р.;≈ 11 450 $;Брест;17 часов назад
15;https://avcdn.av.by/advertpreview/0002/8343/7282.jpg;Volkswagen Jetta VI;2012 г.механика, 1.4 л, бензин, седан285 000 км;29 422 р.;≈ 9 300 $;Минск;вчера
16;https://avcdn.av.by/advertpreview/0002/6769/3936.jpg;BMW 6 серия F12, F13, F06;2012 г.автомат, 4.4 л, бензин, седан172 000 км;98 075 р.;≈ 31 000 $;Минск;2 дня назад
17;https://avcdn.av.by/advertpreview/0002/7486/8584.jpg;Kia Optima III;2012 г.автомат, 2.4 л, бензин, седан255 000 км;38 914 р.;≈ 12 300 $;Минск;4 дня назад
18;https://avcdn.av.by/advertpreview/0002/7772/0653.jpg;Audi Q7 4L · Рестайлинг;2012 г.автомат, 3.0 л, дизель, внедорожник 5 дв.226 670 км;58 845 р.;≈ 18 600 $;Минск;2 дня назад
19;https://avcdn.av.by/advertpreview/0002/8258/2853.jpg;Nissan Qashqai I · Рестайлинг;2012 г.механика, 1.5 л, дизель, внедорожник 5 дв.141 000 км;40 654 р.;≈ 12 850 $;Новополоцк;2 дня назад
20;https://avcdn.av.by/advertpreview/0002/6092/7320.jpg;Ford Edge I · Рестайлинг;2012 г.автомат, 3.5 л, бензин, внедорожник 5 дв.170 000 км;36 383 р.;≈ 11 500 $;Минск;13 января
21;https://avcdn.av.by/advertpreview/0002/5700/9182.jpg;Volkswagen Passat B7;2012 г.робот, 1.8 л, бензин, седан161 000 км;36 383 р.;≈ 11 500 $;Минск;вчера
22;https://avcdn.av.by/advertpreview/0002/3209/7567.jpg;Audi Q7 4L · Рестайлинг;2012 г.автомат, 3.0 л, бензин, внедорожник 5 дв.192 543 км;61 376 р.;≈ 19 400 $;Минск;час назад
23;https://avcdn.av.by/advertpreview/0002/7983/9505.jpg;Renault Megane III · Рестайлинг;2012 г.механика, 1.5 л, дизель, универсал168 000 км;34 484 р.;≈ 10 900 $;Лида;5 дней назад
24;https://avcdn.av.by/advertpreview/0002/8346/3412.jpg;Nissan Juke YF15;2012 г.вариатор, 1.6 л, бензин, внедорожник 5 дв.155 000 км;33 535 р.;≈ 10 600 $;Минск;7 часов назад
25;https://avcdn.av.by/advertpreview/0002/8121/0821.jpg;BMW 7 серия F02 (Long) · Рестайлинг;2012 г.автомат, 4.4 л, бензин, седан177 000 км;66 374 р.;≈ 20 980 $;Минск;5 дней назад
