;image;car_name;car_info;price_in_byn;price_in_usd;city;date
0;https://avcdn.av.by/advertpreview/0002/8228/9851.jpg;BYD Seagull;2023 г.автомат, электро, хэтчбек 5 дв., запас хода 405 км34 км;52 317 р.;≈ 16 500 $;Минск;13 января
1;https://avcdn.av.by/advertpreview/0002/8230/2231.jpg;BYD Seagull;2023 г.автомат, электро, хэтчбек 5 дв., запас хода 405 км27 км;52 317 р.;≈ 16 500 $;Минск;13 января
2;https://avcdn.av.by/advertpreview/0002/8229/4697.jpg;BYD Seagull;2023 г.автомат, электро, хэтчбек 5 дв., запас хода 405 км29 км;52 317 р.;≈ 16 500 $;Минск;13 января
3;https://avcdn.av.by/advertpreview/0002/8344/7147.jpg;BMW M4 G82, G83;2022 г.автомат, 3.0 л, бензин, купе16 000 км;396 338 р.;≈ 125 000 $;Минск;9 часов назад
4;https://avcdn.av.by/advertpreview/0002/8209/9484.jpg;Nissan X-Trail IV (T33);2023 г.автомат, 1.5 л, бензин (гибрид), внедорожник 5 дв.400 км;122 072 р.;≈ 38 500 $;Брест;6 дней назад
5;https://avcdn.av.by/advertpreview/0002/6857/5915.jpg;Kia Sportage IV · Рестайлинг;2022 г.автомат, 2.4 л, бензин, внедорожник 5 дв.25 600 км;72 768 р.;≈ 22 950 $;Речица;25 декабря
6;https://avcdn.av.by/advertpreview/0002/8126/6007.jpg;Volkswagen ID.6;2023 г.автомат, электро, внедорожник 5 дв., запас хода 606 км12 км;120 483 р.;≈ 37 999 $;Минск;вчера
7;https://avcdn.av.by/advertpreview/0002/6858/5113.jpg;Voyah Free I · Рестайлинг;2023 г.автомат, 1.5 л, бензин (гибрид), внедорожник 5 дв.10 км;133 166 р.;≈ 41 999 $;Минск;вчера
8;https://avcdn.av.by/advertpreview/0002/6177/8567.jpg;Geely Boyue Cool;2023 г.робот, 1.5 л, бензин, внедорожник 5 дв.900 км;95 121 р.;≈ 30 000 $;Минск;8 ноября 2023
9;https://avcdn.av.by/advertpreview/0002/8142/5528.jpg;Zeekr X;2023 г.автомат, электро, внедорожник 5 дв., запас хода 512 км300 км;109 389 р.;≈ 34 500 $;Орша;12 января
10;https://avcdn.av.by/advertpreview/0002/8009/3997.jpg;Geely Binyue Cool;2023 г.робот, 1.5 л, бензин, внедорожник 5 дв.36 км;77 682 р.;≈ 24 500 $;Гродно;2 дня назад
11;https://avcdn.av.by/advertpreview/0002/6349/7397.jpg;Chevrolet Trax I · Рестайлинг;2022 г.автомат, 1.4 л, бензин, внедорожник 5 дв.4 750 км;52 951 р.;≈ 16 700 $;Витебск;9 часов назад
12;https://avcdn.av.by/advertpreview/0002/8335/1707.jpg;Kia Sorento IV;2022 г.автомат, 2.5 л, бензин, внедорожник 5 дв.7 000 км;126 511 р.;≈ 39 900 $;Минск;11 часов назад
13;https://avcdn.av.by/advertpreview/0002/8150/1367.jpg;Geely Atlas Pro;2022 г.автомат, 1.5 л, бензин, внедорожник 5 дв.28 000 км;75 463 р.;≈ 23 800 $;Минск;12 января
14;https://avcdn.av.by/advertpreview/0002/7927/8777.jpg;Audi A4 B9 · Рестайлинг;2022 г.робот, 2.0 л, бензин, седан1500 км;128 413 р.;≈ 40 500 $;Пинск;12 часов назад
