;image;car_name;car_info;price_in_byn;price_in_usd;city;date
0;https://avcdn.av.by/advertpreview/0002/8202/7762.jpg;Volkswagen Passat B8;2018 г.робот, 2.0 л, дизель, универсал229 800 км;55 997 р.;≈ 17 700 $;Барановичи;13 часов назад
1;https://avcdn.av.by/advertpreview/0002/8323/8412.jpg;Ford Focus IV;2018 г.механика, 1.5 л, дизель, хэтчбек 5 дв.178 000 км;43 343 р.;≈ 13 700 $;Брест;6 дней назад
2;https://avcdn.av.by/advertpreview/0002/8305/5445.jpg;Volkswagen Jetta VII;2018 г.автомат, 1.4 л, бензин, седан110 000 км;49 670 р.;≈ 15 700 $;Волковыск;3 дня назад
3;https://avcdn.av.by/advertpreview/0002/8346/1082.jpg;Renault Captur I · Рестайлинг;2018 г.робот, 1.5 л, дизель, внедорожник 5 дв.141 500 км;46 981 р.;≈ 14 850 $;Брест;вчера
4;https://avcdn.av.by/advertpreview/0002/4527/9217.jpg;Renault Kaptur I;2018 г.вариатор, 1.6 л, бензин, внедорожник 5 дв.53 000 км;48 405 р.;≈ 15 300 $;Пинск;час назад
5;https://avcdn.av.by/advertpreview/0002/7687/3634.jpg;Ford Focus IV;2018 г.автомат, 2.0 л, дизель, универсал149 960 км;57 896 р.;≈ 18 300 $;Жодино;3 часа назад
6;https://avcdn.av.by/advertpreview/0002/6146/9501.jpg;Renault Duster I · Рестайлинг;2018 г.механика, 2.0 л, бензин, внедорожник 5 дв.54 000 км;49 006 р.;≈ 15 490 $;Минск;14 часов назад
7;https://avcdn.av.by/advertpreview/0002/8094/5382.jpg;Volkswagen Passat B8;2018 г.робот, 2.0 л, дизель, универсал257 000 км;55 362 р.;≈ 17 499 $;Минск;5 часов назад
8;https://avcdn.av.by/advertpreview/0002/7849/3148.jpg;Buick Encore I · Рестайлинг;2018 г.автомат, 1.4 л, бензин, внедорожник 5 дв.59 500 км;48 721 р.;≈ 15 400 $;Минск;10 января
9;https://avcdn.av.by/advertpreview/0002/8268/2680.jpg;Chery Tiggo 3;2018 г.механика, 1.6 л, бензин, внедорожник 5 дв.107 000 км;32 554 р.;≈ 10 290 $;Минск;4 дня назад
10;https://avcdn.av.by/advertpreview/0002/6780/9732.jpg;Dacia Dokker I · Рестайлинг;2018 г.механика, 1.5 л, дизель, минивэн147 370 км;39 388 р.;≈ 12 450 $;Минск;7 часов назад
11;https://avcdn.av.by/advertpreview/0002/7144/4636.jpg;Opel Combo E;2018 г.механика, 1.5 л, дизель, минивэн157 233 км;45 715 р.;≈ 14 450 $;Минск;7 часов назад
12;https://avcdn.av.by/advertpreview/0002/7040/8213.jpg;Volvo V40 II · Рестайлинг;2018 г.механика, 2.0 л, дизель, хэтчбек 5 дв.119 100 км;47 452 р.;≈ 14 999 $;Минск;5 дней назад
13;https://avcdn.av.by/advertpreview/0002/6182/9575.jpg;Opel Astra K;2018 г.механика, 1.6 л, дизель, универсал114 000 км;43 343 р.;≈ 13 700 $;Волковыск;9 часов назад
