;image;car_name;car_info;price_in_byn;price_in_usd;city;date
0;https://avcdn.av.by/advertpreview/0002/7980/0441.jpg;Audi Q8;2019 г.автомат, 3.0 л, дизель, внедорожник 5 дв.95 000 км;210 070 р.;≈ 66 400 $;Минск;5 января
1;https://avcdn.av.by/advertpreview/0002/8130/3689.jpg;Honda CR-V V;2019 г.вариатор, 1.5 л, бензин, внедорожник 5 дв.29 000 км;86 053 р.;≈ 27 200 $;Витебск;11 января
2;https://avcdn.av.by/advertpreview/0002/7921/4972.jpg;BMW X3 G01;2019 г.автомат, 2.0 л, дизель, внедорожник 5 дв.87 000 км;120 062 р.;≈ 37 950 $;Минск;вчера
3;https://avcdn.av.by/advertpreview/0002/7922/4627.jpg;Audi Q5 FY;2019 г.робот, 2.0 л, дизель, внедорожник 5 дв.125 000 км;104 244 р.;≈ 32 950 $;Минск;вчера
4;https://avcdn.av.by/advertpreview/0002/7928/1887.jpg;BMW X5 G05;2019 г.автомат, 3.0 л, дизель, внедорожник 5 дв.63 000 км;227 628 р.;≈ 71 950 $;Минск;вчера
5;https://avcdn.av.by/advertpreview/0002/8120/9071.jpg;BMW 5 серия G30, G31;2019 г.автомат, 2.0 л, дизель, универсал159 000 км;88 425 р.;≈ 27 950 $;Минск;5 дней назад
6;https://avcdn.av.by/advertpreview/0002/7926/5787.jpg;BMW 4 серия F32, F33, F36 (Рестайлинг);2019 г.автомат, 3.0 л, бензин, лифтбек83 000 км;110 571 р.;≈ 34 950 $;Минск;вчера
7;https://avcdn.av.by/advertpreview/0002/7920/3926.jpg;Audi S6 C8;2019 г.автомат, 3.0 л, дизель, универсал170 000 км;164 354 р.;≈ 51 950 $;Минск;вчера
8;https://avcdn.av.by/advertpreview/0002/8013/1167.jpg;Land Rover Range Rover Velar;2019 г.автомат, 3.0 л, дизель, внедорожник 5 дв.72 000 км;164 354 р.;≈ 51 950 $;Минск;3 дня назад
9;https://avcdn.av.by/advertpreview/0002/7925/7802.jpg;BMW 5 серия G30, G31;2019 г.автомат, 3.0 л, дизель, универсал150 000 км;110 571 р.;≈ 34 950 $;Минск;вчера
10;https://avcdn.av.by/advertpreview/0002/8042/4861.jpg;Audi e-tron;2019 г.автомат, электро, внедорожник 5 дв., запас хода 417 км58 271 км;118 639 р.;≈ 37 500 $;Минск;4 дня назад
11;https://avcdn.av.by/advertpreview/0002/7225/8427.jpg;Mercedes-Benz E-Класс W213, S213, C238, A238;2019 г.автомат, 2.0 л, бензин, седан150 000 км;129 712 р.;≈ 41 000 $;Могилев;10 января
12;https://avcdn.av.by/advertpreview/0002/8204/0105.jpg;Volkswagen Tiguan II;2019 г.робот, 2.0 л, бензин, внедорожник 5 дв.62 000 км;98 072 р.;≈ 30 999 $;Минск;7 дней назад
13;https://avcdn.av.by/advertpreview/0002/7172/4074.jpg;BMW 5 серия G30, G31;2019 г.автомат, 2.0 л, дизель, универсал180 000 км;91 747 р.;≈ 29 000 $;Барановичи;8 декабря 2023
14;https://avcdn.av.by/advertpreview/0002/8233/2726.jpg;BMW 5 серия G30, G31;2019 г.автомат, 3.0 л, дизель, седан74 000 км;161 191 р.;≈ 50 950 $;Минск;2 часа назад
15;https://avcdn.av.by/advertpreview/0002/7626/0898.jpg;BMW 3 серия G20;2019 г.автомат, 2.0 л, дизель, седан118 000 км;129 395 р.;≈ 40 900 $;Минск;3 часа назад
16;https://avcdn.av.by/advertpreview/0002/7963/6325.jpg;BMW 3 серия G20;2019 г.автомат, 2.0 л, бензин, седан110 000 км;113 735 р.;≈ 35 950 $;Минск;4 часа назад
17;https://avcdn.av.by/advertpreview/0002/8239/8521.jpg;Lexus NX I · Рестайлинг;2019 г.вариатор, 2.5 л, бензин (гибрид), внедорожник 5 дв.76 000 км;131 294 р.;≈ 41 500 $;Минск;4 часа назад
18;https://avcdn.av.by/advertpreview/0002/8041/5004.jpg;BMW 6 серия G32;2019 г.автомат, 2.0 л, дизель, лифтбек147 000 км;102 789 р.;≈ 32 490 $;Минск;5 часов назад
19;https://avcdn.av.by/advertpreview/0002/8210/8767.jpg;Volkswagen Passat B8 · Рестайлинг;2019 г.робот, 2.0 л, дизель, универсал157 790 км;91 431 р.;≈ 28 900 $;Минск;6 часов назад
20;https://avcdn.av.by/advertpreview/0002/7775/4395.jpg;BMW 3 серия G20;2019 г.автомат, 2.0 л, дизель, универсал93 000 км;94 531 р.;≈ 29 880 $;Минск;6 часов назад
21;https://avcdn.av.by/advertpreview/0002/4726/8357.jpg;Audi Q7 4M, 7 мест;2019 г.автомат, 3.0 л, бензин, внедорожник 5 дв.49 705 км;126 232 р.;≈ 39 900 $;Минск;вчера
22;https://avcdn.av.by/advertpreview/0002/4789/5587.jpg;Toyota Sienna III (XL30) · 2-й рестайлинг, 7 мест;2019 г.автомат, 3.5 л, бензин, минивэн67 000 км;93 329 р.;≈ 29 500 $;Минск;7 дней назад
23;https://avcdn.av.by/advertpreview/0002/3434/5409.png;Audi A8 D5;2019 г.автомат, 3.0 л, дизель, седан99 000 км;268 915 р.;≈ 85 000 $;Минск;5 дней назад
24;https://avcdn.av.by/advertpreview/0002/8255/4812.jpg;BMW 3 серия G20;2019 г.автомат, 2.0 л, дизель, седан55 500 км;110 097 р.;≈ 34 800 $;Орша;7 часов назад
25;https://avcdn.av.by/advertpreview/0002/7980/0441.jpg;Audi Q8;2019 г.автомат, 3.0 л, дизель, внедорожник 5 дв.95 000 км;210 070 р.;≈ 66 400 $;Минск;5 января
26;https://avcdn.av.by/advertpreview/0002/8130/3689.jpg;Honda CR-V V;2019 г.вариатор, 1.5 л, бензин, внедорожник 5 дв.29 000 км;86 053 р.;≈ 27 200 $;Витебск;11 января
27;https://avcdn.av.by/advertpreview/0002/8233/2726.jpg;BMW 5 серия G30, G31;2019 г.автомат, 3.0 л, дизель, седан74 000 км;161 191 р.;≈ 50 950 $;Минск;2 часа назад
28;https://avcdn.av.by/advertpreview/0002/7921/4972.jpg;BMW X3 G01;2019 г.автомат, 2.0 л, дизель, внедорожник 5 дв.87 000 км;120 062 р.;≈ 37 950 $;Минск;вчера
29;https://avcdn.av.by/advertpreview/0002/7922/4627.jpg;Audi Q5 FY;2019 г.робот, 2.0 л, дизель, внедорожник 5 дв.125 000 км;104 244 р.;≈ 32 950 $;Минск;вчера
