;image;car_name;car_info;price_in_byn;price_in_usd;city;date
0;https://avcdn.av.by/advertpreview/0002/8398/9857.jpg;Volkswagen ID.4;2023 г.автомат, электро, внедорожник 5 дв., запас хода 600 км300 км;99 657 р.;≈ 31 500 $;Орша;30 декабря
1;https://avcdn.av.by/advertpreview/0002/8395/5824.jpg;Zeekr X;2023 г.автомат, электро, внедорожник 5 дв., запас хода 512 км300 км;109 148 р.;≈ 34 500 $;Орша;12 января
2;https://avcdn.av.by/advertpreview/0002/1416/3016.jpg;Audi Q7 4M · Рестайлинг;2022 г.автомат, 3.0 л, бензин, внедорожник 5 дв.10 200 км;264 169 р.;≈ 83 500 $;Минск;7 часов назад
3;https://avcdn.av.by/advertpreview/0002/6856/6527.jpg;Volkswagen ID.3;2023 г.автомат, электро, хэтчбек 5 дв., запас хода 450 км31 км;78 776 р.;≈ 24 900 $;Минск;26 декабря
4;https://avcdn.av.by/advertpreview/0002/8227/1077.jpg;Honda eNS1;2023 г.автомат, электро, внедорожник 5 дв., запас хода 510 км40 км;78 460 р.;≈ 24 800 $;Лида;3 часа назад
5;https://avcdn.av.by/advertpreview/0002/8228/9851.jpg;BYD Seagull;2023 г.автомат, электро, хэтчбек 5 дв., запас хода 405 км34 км;52 201 р.;≈ 16 500 $;Минск;13 января
6;https://avcdn.av.by/advertpreview/0002/8230/2231.jpg;BYD Seagull;2023 г.автомат, электро, хэтчбек 5 дв., запас хода 405 км27 км;52 201 р.;≈ 16 500 $;Минск;13 января
7;https://avcdn.av.by/advertpreview/0002/8229/4697.jpg;BYD Seagull;2023 г.автомат, электро, хэтчбек 5 дв., запас хода 405 км29 км;52 201 р.;≈ 16 500 $;Минск;13 января
8;https://avcdn.av.by/advertpreview/0002/8344/7147.jpg;BMW M4 G82, G83;2022 г.автомат, 3.0 л, бензин, купе16 000 км;395 463 р.;≈ 125 000 $;Минск;вчера
9;https://avcdn.av.by/advertpreview/0002/8209/9484.jpg;Nissan X-Trail IV (T33);2023 г.автомат, 1.5 л, бензин (гибрид), внедорожник 5 дв.400 км;121 802 р.;≈ 38 500 $;Брест;7 дней назад
10;https://avcdn.av.by/advertpreview/0002/6857/5915.jpg;Kia Sportage IV · Рестайлинг;2022 г.автомат, 2.4 л, бензин, внедорожник 5 дв.25 600 км;72 607 р.;≈ 22 950 $;Речица;25 декабря
11;https://avcdn.av.by/advertpreview/0002/6879/9489.jpg;Honda eNS1;2023 г.автомат, электро, внедорожник 5 дв., запас хода 510 км35 км;81 940 р.;≈ 25 900 $;Минск;2 часа назад
12;https://avcdn.av.by/advertpreview/0002/7718/0411.jpg;Geely Binyue Cool;2023 г.робот, 1.5 л, бензин, внедорожник 5 дв.4 800 км;78 776 р.;≈ 24 900 $;Минск;4 часа назад
13;https://avcdn.av.by/advertpreview/0002/6085/3125.jpg;Jetta VA3;2023 г.автомат, 1.5 л, бензин, седан25 км;55 333 р.;≈ 17 490 $;Минск;12 часов назад
14;https://avcdn.av.by/advertpreview/0002/7923/8722.jpg;Zeekr 001;2023 г.автомат, электро, лифтбек, запас хода 656 км40 км;169 416 р.;≈ 53 550 $;Минск;4 часа назад
15;https://avcdn.av.by/advertpreview/0002/5447/8276.jpg;Voyah Free I;2023 г.автомат, электро, внедорожник 5 дв., запас хода 500 км60 км;169 000 р.;≈ 53 418 $;Минск;6 часов назад
16;https://avcdn.av.by/advertpreview/0002/7954/4664.jpg;BYD Song Plus EV I;2023 г.автомат, электро, внедорожник 5 дв., запас хода 512 км30 км;91 747 р.;≈ 29 000 $;Минск;12 часов назад
17;https://avcdn.av.by/advertpreview/0002/7234/8051.jpg;Volkswagen ID.4;2023 г.автомат, электро, внедорожник 5 дв., запас хода 600 км10 км;98 075 р.;≈ 31 000 $;Минск;12 часов назад
18;https://avcdn.av.by/advertpreview/0002/7507/9352.jpg;Nissan X-Trail IV (T33);2023 г.автомат, 1.5 л, бензин (гибрид), внедорожник 5 дв.50 км;125 000 р.;≈ 39 511 $;Гомель;5 дней назад
19;https://avcdn.av.by/advertpreview/0002/6349/7397.jpg;Chevrolet Trax I · Рестайлинг;2022 г.автомат, 1.4 л, бензин, внедорожник 5 дв.4 750 км;52 834 р.;≈ 16 700 $;Витебск;вчера
