;image;car_name;car_info;price_in_byn;price_in_usd;city;date
0;https://avcdn.av.by/advertpreview/0002/7729/7744.jpg;Toyota Auris II (E180);2013 г.механика, 1.3 л, бензин, хэтчбек 5 дв.153 000 км;37 332 р.;≈ 11 800 $;Лида;вчера
1;https://avcdn.av.by/advertpreview/0002/8239/7729.jpg;Toyota Camry XV50;2013 г.автомат, 2.5 л, бензин, седан196 330 км;47 772 р.;≈ 15 100 $;Барановичи;5 дней назад
2;https://avcdn.av.by/advertpreview/0002/7351/6449.jpg;Volkswagen Touran I · 2-й рестайлинг;2013 г.механика, 1.6 л, дизель, минивэн186 000 км;39 230 р.;≈ 12 400 $;Лунинец;15 декабря 2023
3;https://avcdn.av.by/advertpreview/0002/8175/1145.jpg;Hyundai Santa Fe DM;2013 г.автомат, 2.4 л, бензин, внедорожник 5 дв.183 488 км;59 794 р.;≈ 18 900 $;Мозырь;13 января
4;https://avcdn.av.by/advertpreview/0002/2793/5328.jpg;BMW X1 E84 · Рестайлинг;2013 г.автомат, 2.0 л, бензин, внедорожник 5 дв.232 470 км;35 117 р.;≈ 11 100 $;Могилев;4 дня назад
5;https://avcdn.av.by/advertpreview/0002/8423/1310.jpg;Audi A5 8T · Рестайлинг;2013 г.робот, 2.0 л, бензин, купе192 000 км;61 692 р.;≈ 19 500 $;Минск;час назад
6;https://avcdn.av.by/advertpreview/0002/6855/0001.jpg;Land Rover Range Rover Evoque I;2013 г.автомат, 2.2 л, дизель, внедорожник 5 дв.127 420 км;68 020 р.;≈ 21 500 $;Минск;3 часа назад
7;https://avcdn.av.by/advertpreview/0002/8367/0669.jpg;Ford Fusion USA II;2013 г.автомат, 1.5 л, бензин, седан188 000 км;31 574 р.;≈ 9 980 $;Минск;8 часов назад
8;https://avcdn.av.by/advertpreview/0002/8365/1000.jpg;Skoda Octavia III;2013 г.механика, 1.8 л, бензин, лифтбек220 000 км;34 643 р.;≈ 10 950 $;Минск;9 часов назад
9;https://avcdn.av.by/advertpreview/0002/7197/9134.jpg;Jaguar XF X250 · Рестайлинг;2013 г.автомат, 3.0 л, дизель, седан265 000 км;47 139 р.;≈ 14 900 $;Витебск;12 часов назад
10;https://avcdn.av.by/advertpreview/0002/7052/9202.jpg;Land Rover Range Rover Sport II;2013 г.автомат, 3.0 л, бензин, внедорожник 5 дв.222 111 км;119 271 р.;≈ 37 700 $;Минск;15 часов назад
11;https://avcdn.av.by/advertpreview/0002/8342/6667.jpg;Hyundai i40 VF;2013 г.автомат, 2.0 л, бензин, седан227 000 км;39 546 р.;≈ 12 500 $;Минск;вчера
12;https://avcdn.av.by/advertpreview/0002/7938/4982.jpg;MINI Paceman;2013 г.механика, 1.6 л, дизель, хэтчбек 3 дв.180 000 км;45 874 р.;≈ 14 500 $;Минск;5 января
13;https://avcdn.av.by/advertpreview/0002/7464/4276.jpg;Chery Very;2013 г.механика, 1.5 л, бензин, хэтчбек 5 дв.150 000 км;13 920 р.;≈ 4 400 $;Новогрудок;вчера
14;https://avcdn.av.by/advertpreview/0002/6643/5197.jpg;Hyundai i40 VF;2013 г.автомат, 2.0 л, бензин, седан229 000 км;38 755 р.;≈ 12 250 $;Минск;5 января
15;https://avcdn.av.by/advertpreview/0002/8328/3717.jpg;Skoda Superb II;2013 г.робот, 2.0 л, дизель, лифтбек188 000 км;39 546 р.;≈ 12 500 $;Могилев;2 дня назад
16;https://avcdn.av.by/advertpreview/0002/8147/4341.jpg;Kia Rio III;2013 г.механика, 1.4 л, бензин, хэтчбек 5 дв.168 000 км;23 095 р.;≈ 7 300 $;Минск;2 дня назад
17;https://avcdn.av.by/advertpreview/0002/8199/6883.jpg;Opel Astra J · Рестайлинг;2013 г.механика, 1.6 л, бензин, хэтчбек 5 дв.137 200 км;25 151 р.;≈ 7 950 $;Могилев;3 дня назад
18;https://avcdn.av.by/advertpreview/0002/8242/7291.jpg;Peugeot 2008 I;2013 г.механика, 1.6 л, дизель, универсал214 000 км;36 857 р.;≈ 11 650 $;Молодечно;2 дня назад
19;https://avcdn.av.by/advertpreview/0002/6953/9433.jpg;Toyota RAV4 IV (XA40);2013 г.вариатор, 2.0 л, бензин, внедорожник 5 дв.134 000 км;57 896 р.;≈ 18 300 $;Гомель;2 дня назад
20;https://avcdn.av.by/advertpreview/0002/6559/6227.jpg;Honda Accord IX;2013 г.автомат, 3.5 л, бензин, седан207 800 км;58 212 р.;≈ 18 400 $;Минск;13 часов назад
21;https://avcdn.av.by/advertpreview/0002/5642/1448.jpg;Toyota Corolla XI (E170);2013 г.вариатор, 1.6 л, бензин, седан208 000 км;44 608 р.;≈ 14 100 $;Минск;13 часов назад
